timestamp,image_capture_time,compressed_image_size_bytes,densecap_request_response_time
2024-01-21 20:40:33,0.134724140167,37788,1.4028069973
2024-01-21 20:40:35,0.161594867706,33429,1.11826086044
2024-01-21 20:40:36,0.120224952698,35592,1.19466114044
2024-01-21 20:40:38,0.153689861298,35190,1.07648801804
2024-01-21 20:40:39,0.16206407547,32499,1.16148304939
2024-01-21 20:40:40,0.144062995911,33483,1.09844493866
2024-01-21 20:40:41,0.164736032486,34593,1.09323191643
2024-01-21 20:40:43,0.164560079575,34692,1.133425951
2024-01-21 20:40:44,0.16553902626,27063,0.987071037292
2024-01-21 20:40:45,0.140828847885,31920,0.97927904129
2024-01-21 20:40:46,0.193140029907,26742,1.02942609787
2024-01-21 20:40:47,0.171678066254,31665,1.19071602821
2024-01-21 20:40:49,0.206529140472,31596,1.02838587761
2024-01-21 20:40:50,0.141789197922,31482,1.03931903839
2024-01-21 20:40:51,0.187309980392,26385,0.995276927948
2024-01-21 20:40:52,0.142903089523,32757,1.05795001984
2024-01-21 20:40:54,0.161994934082,32754,1.04751205444
2024-01-21 20:40:55,0.165537118912,26403,1.17880821228
2024-01-21 20:40:56,0.206695079803,32412,1.11874890327
2024-01-21 20:40:57,0.133002996445,32841,1.17955303192
2024-01-21 20:40:59,0.166324138641,32988,1.05182313919
2024-01-21 20:41:00,0.146856069565,31497,1.08960294724
2024-01-21 20:41:01,0.158672094345,33258,1.07993006706
2024-01-21 20:41:02,0.117079019547,34857,1.16146707535
2024-01-21 20:41:04,0.138439893723,34854,1.17051887512
2024-01-21 20:41:05,0.148950099945,29811,1.56080389023
2024-01-21 20:41:07,0.114391088486,33117,1.13561820984
2024-01-21 20:41:08,0.19255399704,30195,1.83210802078
2024-01-21 20:41:10,0.162800073624,26454,1.01226496696
2024-01-21 20:41:11,0.138705015182,27324,1.04595804214
2024-01-21 20:41:12,0.144840955734,27573,1.07572007179
2024-01-21 20:41:14,0.119179010391,26505,0.985948801041
2024-01-21 20:41:15,0.145565032959,34509,1.14791703224
2024-01-21 20:41:16,0.138506889343,31899,1.0171649456
2024-01-21 20:41:17,0.181952953339,31560,1.4444899559
2024-01-21 20:41:19,0.15659403801,26835,1.02524590492
2024-01-21 20:41:20,0.149075031281,32616,1.05798792839
2024-01-21 20:41:21,0.14126086235,32379,1.01934599876
2024-01-21 20:41:22,0.179017066956,27330,1.06442379951
2024-01-21 20:41:24,0.134565830231,26769,1.05700492859
2024-01-21 20:41:25,0.142159938812,27030,0.995822906494
2024-01-21 20:41:26,0.137303113937,27273,1.03531599045
2024-01-21 20:41:27,0.131657123566,27684,1.01154518127
2024-01-21 20:41:28,0.11953496933,26958,1.01801109314
2024-01-21 20:41:29,0.148492097855,26928,1.04360103607
2024-01-21 20:41:31,0.143686056137,26112,0.975116014481
2024-01-21 20:41:32,0.137917041779,26820,1.0267291069
2024-01-21 20:41:33,0.16162610054,26763,1.07620692253
2024-01-21 20:41:34,0.148583889008,26484,1.08516001701
2024-01-21 20:41:35,0.151523113251,26649,1.12577414513
2024-01-21 20:41:37,0.156605958939,26928,1.05107903481
2024-01-21 20:41:38,0.141315937042,26931,1.0114531517
2024-01-21 20:41:39,0.122469902039,26094,1.0839009285
2024-01-21 20:41:40,0.180557012558,26271,1.00144100189
2024-01-21 20:41:41,0.146446943283,26295,1.04490280151
2024-01-21 20:41:43,0.139245033264,26835,1.01923084259
2024-01-21 20:41:44,0.158601045609,26721,0.997021913528
2024-01-21 20:41:45,0.159277200699,26910,0.968111991882
2024-01-21 20:41:46,0.167382955551,27285,0.994097948074
2024-01-21 20:41:47,0.152980089188,26406,0.958198070526
2024-01-21 20:41:48,0.145084857941,27396,1.01612114906
2024-01-21 20:41:49,0.127183914185,39699,1.22486615181
2024-01-21 20:41:51,0.158324956894,26595,1.10191106796
2024-01-21 20:41:52,0.164239168167,26697,1.06696796417
2024-01-21 20:41:53,0.197897195816,27171,1.0070078373
2024-01-21 20:41:54,0.178884029388,27273,1.03326201439
2024-01-21 20:41:56,0.157616138458,26874,0.993355989456
2024-01-21 20:41:57,0.138486862183,26934,1.03097009659
2024-01-21 20:41:58,0.167125940323,26880,1.00855207443
2024-01-21 20:41:59,0.146739959717,26265,0.995735883713
2024-01-21 20:42:00,0.120433092117,26331,0.973060846329
2024-01-21 20:42:01,0.152812004089,26862,0.993113994598
2024-01-21 20:42:03,0.16201710701,26211,1.00103878975
2024-01-21 20:42:04,0.148296117783,26403,1.05325198174
2024-01-21 20:42:05,0.142526865005,26598,1.12753987312
2024-01-21 20:42:06,0.171341896057,26544,1.04155087471
2024-01-21 20:42:07,0.15549993515,26373,3.30418086052
2024-01-21 20:42:11,0.127939939499,30396,0.990859031677
2024-01-21 20:42:12,0.175668001175,29460,0.884816884995
2024-01-21 20:42:13,0.114260911942,29364,0.997950077057
2024-01-21 20:42:14,0.132385969162,28557,1.06944108009
2024-01-21 20:42:15,0.129076957703,28680,1.06164002419
2024-01-21 20:42:17,0.139801025391,28167,1.02108097076
2024-01-21 20:42:18,0.145347833633,27528,1.10563898087
2024-01-21 20:42:19,0.213735103607,28293,1.023416996
2024-01-21 20:42:20,0.18420290947,28956,1.00634098053
2024-01-21 20:42:21,0.127266168594,28005,1.20201396942
2024-01-21 20:42:23,0.145429134369,28131,1.16248893738
2024-01-21 20:42:24,0.17743897438,87624,1.28711700439
2024-01-21 20:42:25,0.179385900497,88212,1.22068595886
2024-01-21 20:42:27,0.14679312706,81135,1.30743503571
2024-01-21 20:42:28,0.15448307991,87852,1.27141404152
2024-01-21 20:42:30,0.161953926086,87978,1.21397185326
2024-01-21 20:42:31,0.145415067673,87753,1.18907499313
2024-01-21 20:42:32,0.155691146851,84966,1.35797286034
2024-01-21 20:42:34,0.19572019577,87753,1.28393507004
2024-01-21 20:42:35,0.155572891235,31614,1.07933092117
2024-01-21 20:42:37,0.165981054306,31620,1.03151488304
2024-01-21 20:42:38,0.150918960571,26808,1.01751708984
2024-01-21 20:42:39,0.148020982742,29277,1.07101798058
2024-01-21 20:42:40,0.144186019897,29439,1.02547597885
2024-01-21 20:42:41,0.137173891068,28986,1.06416988373
2024-01-21 20:42:43,0.13091301918,28461,1.0602619648
2024-01-21 20:42:44,0.139696836472,29211,1.05450797081
2024-01-21 20:42:45,0.143613100052,28419,1.05231404305
2024-01-21 20:42:46,0.149211168289,28308,1.04388403893
2024-01-21 20:42:47,0.119976997375,28905,1.02461314201
2024-01-21 20:42:49,0.141061067581,28446,1.02819013596
2024-01-21 20:42:50,0.138904094696,27951,1.04226613045
2024-01-21 20:42:51,0.144026041031,28197,0.988656044006
2024-01-21 20:42:52,0.176571846008,28335,0.979707956314
2024-01-21 20:42:53,0.131319046021,27945,1.04603004456
2024-01-21 20:42:54,0.118330001831,26658,1.33501791954
2024-01-21 20:42:56,0.134446144104,28020,0.994727134705
2024-01-21 20:42:57,0.143730163574,27645,1.02531099319
2024-01-21 20:42:58,0.134104013443,28518,0.963372945786
2024-01-21 20:42:59,0.190242052078,28716,1.09085702896
2024-01-21 20:43:01,0.128839969635,28680,1.03707194328
2024-01-21 20:43:02,0.141240119934,27312,1.05740594864
2024-01-21 20:43:03,0.140974998474,27915,1.15586805344
2024-01-21 20:43:04,0.207860946655,28002,1.14755296707
2024-01-21 20:43:06,0.130514860153,29856,1.05292105675
2024-01-21 20:43:07,0.16698718071,28533,1.09452295303
2024-01-21 20:43:08,0.115175962448,28524,1.1192240715
2024-01-21 20:43:09,0.145840167999,27672,1.15243601799
2024-01-21 20:43:11,0.119071006775,28206,1.12890005112
2024-01-21 20:43:12,0.146549940109,28101,1.13748288155
