timestamp,chunk_duration,chunk_speech_to_text_time,chunk_speaker_recognition_time,final_delay_time
2024-01-19 22:47:26,5.6333887577056885,1.910810947418213,1.50239896774292,0.05854487419128418
2024-01-19 22:47:48,5.009428024291992,1.6595430374145508,1.0428271293640137,
2024-01-19 22:47:51,2.4526782035827637,1.7229981422424316,0.5806808471679688,0.01962113380432129
2024-01-19 22:48:16,6.846768856048584,1.8134520053863525,1.2962908744812012,0.010334968566894531
2024-01-19 22:48:39,2.9677445888519287,1.2423081398010254,0.8502898216247559,
2024-01-19 22:48:44,4.375382900238037,1.5862748622894287,1.2150249481201172,0.007030010223388672
2024-01-19 22:49:08,5.311738014221191,1.5823960304260254,1.2160897254943848,0.006682872772216797
2024-01-19 22:58:23,4.203856945037842,2.2774651050567627,1.3758561611175537,0.013453006744384766
2024-01-19 22:58:49,6.870469093322754,2.0955111980438232,1.7699339389801025,0.021260976791381836
2024-01-19 22:59:18,5.306205749511719,1.3787379264831543,1.159538984298706,0.033249855041503906
2024-01-19 22:59:42,4.2969605922698975,1.4414660930633545,1.1333749294281006,
2024-01-19 22:59:45,2.1567628383636475,1.6435987949371338,0.5874049663543701,0.009328126907348633
2024-01-19 23:06:50,5.949640989303589,2.3646271228790283,1.5295119285583496,0.06936097145080566
2024-01-19 23:07:18,4.883901119232178,1.5967750549316406,1.1483278274536133,0.026111841201782227
2024-01-19 23:07:49,6.63257098197937,2.4510910511016846,1.7333898544311523,0.003580808639526367
2024-01-19 23:14:42,6.826354265213013,1.785423994064331,1.4340002536773682,0.031848907470703125
2024-01-19 23:15:13,6.506141901016235,2.5379483699798584,0.9495010375976562,0.005280017852783203
2024-01-19 23:15:44,6.168721914291382,1.6559009552001953,1.2830479145050049,0.005147218704223633
2024-01-19 23:16:12,5.376283168792725,2.157589912414551,1.3834600448608398,0.024689197540283203
2024-01-19 23:22:56,5.2915990352630615,1.8547019958496094,1.519383192062378,0.007147073745727539
2024-01-19 23:23:19,4.9488019943237305,1.4998338222503662,0.8400461673736572,0.05479097366333008
2024-01-20 09:28:21,5.520217180252075,1.7454767227172852,1.3006627559661865,0.014147281646728516
2024-01-20 09:28:47,6.013813734054565,2.025996208190918,1.196847677230835,0.0175020694732666
2024-01-20 09:38:34,5.7217371463775635,1.8027253150939941,1.1871111392974854,0.02070927619934082
2024-01-20 09:38:58,1.4303748607635498,1.1699340343475342,0.6376299858093262,0.013062715530395508
2024-01-20 10:18:41,4.863687038421631,1.7792809009552002,1.4399478435516357,0.3267662525177002
2024-01-20 10:23:14,6.079137086868286,2.2830288410186768,2.3461272716522217,0.014051675796508789
2024-01-20 10:23:42,5.950323104858398,2.7052078247070312,1.2809727191925049,0.011605978012084961
2024-01-20 10:28:55,5.52191424369812,2.267557144165039,1.2935380935668945,0.0068171024322509766
2024-01-20 15:12:10,5.354949235916138,4.245210886001587,2.2508931159973145,0.011162996292114258
